objectId,lc_amplitude,lc_beyond_1_std,lc_linear_fit_slope,lc_linear_fit_slope_sigma,lc_linear_fit_reduced_chi2,lc_mean,lc_median,lc_standard_deviation,lc_cusum,lc_excess_variance,lc_mean_variance,lc_kurtosis,lc_maximum_slope,lc_skew,lc_eta,lc_anderson_darling_normal,lc_chi2,lc_inter_percentile_range_10,lc_median_buffer_range_percentage_10,lc_percent_difference_magnitude_percentile_10,lc_median_absolute_deviation,lc_percent_amplitude,lc_eta_e,lc_linear_trend,lc_linear_trend_sigma,lc_linear_trend_noise,lc_stetson_K,lc_weighted_mean,lc_magnitude_percentage_ratio_40_5,lc_magnitude_percentage_ratio_20_10
ZTF18abjrdau,0.25370025634765625,0.2,-0.0012972188152608796,107651.218236564,6.32194960383721e-15,16.454079246520998,16.400343894958496,0.18463907317621378,0.23393535608305432,-22343775837.2356,0.01122147708236262,-0.021123742793945688,9.114067349594055,1.0833345341532497,2.1634012474324837,0.7834726001745461,5.635644909836949e-15,0.4839506149291992,0.0,0.029508565066002475,0.09459972381591797,0.3917570114135742,2758.6616414290193,-0.0012972551567189032,0.008559408357019816,0.19555876169192893,0.8092824632098704,16.454079301584088,0.24821256728716207,0.6712463469955208
ZTF18abmmrzp,1.5187997817993164,0.45,-0.037994371296798,95109.96684934729,1.7092176152158228e-13,18.299665927886963,18.21685028076172,1.0150575210751183,0.24289716016330015,-18064126188.8056,0.05546863669944195,-1.3201372206279567,44.14110710253346,-0.13376544697090265,2.115460227888775,0.45179547303139517,1.7032498141629768e-13,2.795149803161621,0.0,0.1534376009069744,0.8528995513916016,1.564849853515625,592.6000122055395,-0.03799407993091967,0.039320965232524326,1.0168345540277905,0.8845613355017277,18.29966696092965,0.2736778876219504,0.739513130146196
ZTF19abjfoad,0.1990499496459961,0.21428571428571427,-0.00607817363809204,92087.26558873156,1.3500025816637918e-15,19.281105313982284,19.30210018157959,0.09780390907919669,0.30429555637955275,-16271920392.360046,0.00507252605525012,6.511013115174463,7.637442130732945,-2.341601152340069,1.6447090337092687,1.5216987230566834,1.5812788152021949e-15,0.1960492938032985,0.21428571428571427,0.010156889248269085,0.02816295623779297,0.31479930877685547,2925.004818074432,-0.00607817106305201,0.0033835131073208704,0.09036901246628275,0.6400441541540972,19.2811055658237,0.09555437464797088,0.3611755731054056
ZTF18acmwkqr,0.6964998245239258,0.2,-0.03677333003859118,171095.14968395024,7.6995188571986e-14,17.63716239929199,17.306411743164062,0.6474443931460179,0.43091740249177257,-19446723611.729424,0.036709101979579675,-2.891557367291661,8.133202686339365,0.5687456485587254,1.8706178287084256,0.36475195864163246,6.929502314702098e-14,1.3929996490478516,0.2,0.08049037950331205,0.2645111083984375,1.128488540649414,719.4830051967107,-0.03677328389858462,0.047475293534801434,0.6824691603269065,0.9635605772733303,17.63716363515383,0.3826993987674116,0.8826993987674115
ZTF21acqeepb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF17aaanpdf,0.9615497589111328,0.2727272727272727,-0.03556639343758758,75768.49839041114,4.0827987612902764e-14,18.672320799394086,18.901500701904297,0.5963014304971356,0.3311444223536634,-17350281417.830933,0.031935046366410196,0.13649514135632224,27.323708636371173,-0.8397011683991207,1.4753549227456553,0.6060133583031705,5.877964298710429e-14,1.687958790268567,0.36363636363636365,0.08930289805499454,0.25860023498535156,1.3120002746582031,3620.186871660165,-0.0355664477088876,0.015309762135524822,0.49697141412272416,0.7843869135894752,18.67232356985194,0.1491890874946184,0.5408243991822413
ZTF18abadigg,0.7940001487731934,0.375,-0.04086140731612545,147391.42881104824,3.785993012164496e-14,16.236268520355225,16.217924118041992,0.5125676306009184,0.37304212134795606,-22947337387.37045,0.0315692999261695,0.04735575108203083,7.356956624508511,0.4706033446510875,0.47457569222768686,0.1913497533378514,4.343090868721925e-14,1.4070399389361228,0.0,0.0867583254610761,0.33589935302734375,0.9140758514404297,197.19152080735233,-0.04086113780194818,0.02867883464575123,0.47856638212966013,0.7975971709392323,16.236269676895606,0.1348014805132118,0.6523975556415138
ZTF19aawfxge,0.2012004852294922,0.2857142857142857,0.00015696856300685365,93465.68760678632,2.065830005700609e-15,18.98277051108224,18.96470069885254,0.10740959568450954,0.20137861139358595,-16787424678.265144,0.005658267618091009,0.6902500191775953,12.667561351665228,0.7112282208596431,2.4072924476511117,0.28325232504972514,1.9071369641530456e-15,0.2735347041054865,0.14285714285714285,0.014423359927954823,0.05389976501464844,0.2616996765136719,5110.788433950638,0.00015696472100171433,0.004248144715642394,0.11178909279227373,0.7933258873327074,18.982770504768897,0.13701166131229495,0.590235888604792
ZTF18aaxypzn,0.059149742126464844,0.25,-0.006057011501207898,181915.5564897682,1.9628812733238688e-16,17.156749725341797,17.13404941558838,0.055018326324045394,0.3719217638401279,-20551074426.279446,0.0032068035732187214,3.6883575923859375,0.012684200854969482,1.9014278567292004,1.144635895033802,0.25963103551595645,5.00393993591191e-16,0.11829948425292969,0.5,0.006904350593579008,0.008549690246582031,0.10455036163330078,0.7655410961445868,-0.006056992185419958,0.0025486875148292543,0.034458722098827804,0.8589178682275305,17.15674995042378,0.04531222693628719,0.7169921233253743
ZTF18abtrvkm,0.5411291122436523,0.48,-0.008472917712196689,67206.21017177516,3.1644546269894925e-14,18.55248565673828,18.805599212646484,0.4329626352783729,0.12036671085155329,-17575139076.94747,0.023337176661345133,-1.9018060899375944,1790.7118703389874,-0.3762876224007644,3.0926715136108673,3.069977891880225,3.098829477790357e-14,0.9605998992919922,0.2,0.05108052598749436,0.1765003204345703,0.8549575805664062,2253589.5710268277,-0.008472998192554947,0.011955257109234247,0.4375230409427659,0.9673232981705842,18.55248602584899,0.41647976542854254,0.9333748319702322
